dataset_short_name,categorical_encoding,level,f1_mean,f1_std,f1_rank
gigantic/0.05,Fixed Vector,attribute,0.012476969055046855,0.010371551199296229,6.0
gigantic/0.05,Fixed Vector,event,0.03629090677544471,0.04194216197026392,6.0
gigantic/0.05,Fixed Vector,trace,0.14983343357383958,0.16566254754436577,4.0
gigantic/0.05,One Hot,attribute,0.020468605185313002,0.02425161073244851,1.0
gigantic/0.05,One Hot,event,0.05684649323284355,0.07311484523550552,3.0
gigantic/0.05,One Hot,trace,0.16784659006143385,0.20185230563311407,3.0
gigantic/0.05,Trace2Vec Average Then Concatinate,attribute,0.017504365226080693,0.019807134073413217,3.0
gigantic/0.05,Trace2Vec Average Then Concatinate,event,0.06660836348796233,0.07815018699155446,2.0
gigantic/0.05,Trace2Vec Average Then Concatinate,trace,0.2039720568749006,0.24694294252935836,2.0
gigantic/0.05,Trace2Vec Concatinate,attribute,0.013982332280181605,0.010206395236985258,5.0
gigantic/0.05,Trace2Vec Concatinate,event,0.03769375767381677,0.042763297500657785,5.0
gigantic/0.05,Trace2Vec Concatinate,trace,0.14870341525471517,0.17333227683233732,6.0
gigantic/0.05,Word2Vec Average Then Concatinate,attribute,0.018053268022419206,0.02048230203211201,2.0
gigantic/0.05,Word2Vec Average Then Concatinate,event,0.06677864091140646,0.07814581938283868,1.0
gigantic/0.05,Word2Vec Average Then Concatinate,trace,0.20591335498566213,0.2474523585535038,1.0
gigantic/0.05,Word2Vec Concatinate,attribute,0.014633924909807923,0.008288710633590527,4.0
gigantic/0.05,Word2Vec Concatinate,event,0.043033995355854004,0.04151552398440611,4.0
gigantic/0.05,Word2Vec Concatinate,trace,0.14929677447225856,0.164427930179832,5.0
gigantic/0.25,Fixed Vector,attribute,0.02494042914224322,0.006053528984521027,6.0
gigantic/0.25,Fixed Vector,event,0.06325830288095388,0.03826605346852803,5.0
gigantic/0.25,Fixed Vector,trace,0.2600817721822382,0.13377105724836985,5.0
gigantic/0.25,One Hot,attribute,0.02840027219221457,0.00770751888905204,3.0
gigantic/0.25,One Hot,event,0.07601703303506319,0.04934856875423215,3.0
gigantic/0.25,One Hot,trace,0.25703670151074504,0.14090066351535827,6.0
gigantic/0.25,Trace2Vec Average Then Concatinate,attribute,0.03136922209893105,0.011424350946639402,1.0
gigantic/0.25,Trace2Vec Average Then Concatinate,event,0.08130957499769352,0.057449931667315546,1.0
gigantic/0.25,Trace2Vec Average Then Concatinate,trace,0.2613134883537633,0.14515252669093057,4.0
gigantic/0.25,Trace2Vec Concatinate,attribute,0.02693220462099847,0.0095667667169148,4.0
gigantic/0.25,Trace2Vec Concatinate,event,0.062011785895536416,0.037354468530916354,6.0
gigantic/0.25,Trace2Vec Concatinate,trace,0.2630744376495021,0.14313702215766602,2.0
gigantic/0.25,Word2Vec Average Then Concatinate,attribute,0.03050930847645115,0.009951169131583816,2.0
gigantic/0.25,Word2Vec Average Then Concatinate,event,0.08003474815385131,0.056141089290552476,2.0
gigantic/0.25,Word2Vec Average Then Concatinate,trace,0.2692709073546716,0.15048738329205538,1.0
gigantic/0.25,Word2Vec Concatinate,attribute,0.025023127247680806,0.005022740415056985,5.0
gigantic/0.25,Word2Vec Concatinate,event,0.06376893207333387,0.03908049166354791,4.0
gigantic/0.25,Word2Vec Concatinate,trace,0.26157091554661505,0.1334955420974171,3.0
gigantic/0.45,Fixed Vector,attribute,0.04761682889556084,0.014689697824651729,6.0
gigantic/0.45,Fixed Vector,event,0.10792639709508907,0.045425216187269364,5.0
gigantic/0.45,Fixed Vector,trace,0.3909015127149412,0.10623709727175419,6.0
gigantic/0.45,One Hot,attribute,0.05472917867827222,0.009660786327897044,3.0
gigantic/0.45,One Hot,event,0.12383451007899615,0.0501266733170058,3.0
gigantic/0.45,One Hot,trace,0.4011295224150791,0.10921158233886565,3.0
gigantic/0.45,Trace2Vec Average Then Concatinate,attribute,0.056386417329920474,0.015088095556220281,2.0
gigantic/0.45,Trace2Vec Average Then Concatinate,event,0.12699758629271823,0.0545651456879698,2.0
gigantic/0.45,Trace2Vec Average Then Concatinate,trace,0.4034147082166925,0.1094982698303094,2.0
gigantic/0.45,Trace2Vec Concatinate,attribute,0.05077087455192244,0.020382035810137,4.0
gigantic/0.45,Trace2Vec Concatinate,event,0.10760693963743394,0.04853034433843217,6.0
gigantic/0.45,Trace2Vec Concatinate,trace,0.3998490853099791,0.10844503439694404,4.0
gigantic/0.45,Word2Vec Average Then Concatinate,attribute,0.056532273235809324,0.014740252543966239,1.0
gigantic/0.45,Word2Vec Average Then Concatinate,event,0.12734606199079063,0.054713996136343875,1.0
gigantic/0.45,Word2Vec Average Then Concatinate,trace,0.4055936423898214,0.109991693083671,1.0
gigantic/0.45,Word2Vec Concatinate,attribute,0.048055650425409116,0.014480096308595232,5.0
gigantic/0.45,Word2Vec Concatinate,event,0.11387239959282797,0.05022346246224417,4.0
gigantic/0.45,Word2Vec Concatinate,trace,0.3978748673442622,0.10586618019575655,5.0
huge/0.05,Fixed Vector,attribute,0.013466041742636268,0.009286303691412014,4.0
huge/0.05,Fixed Vector,event,0.03570126828014799,0.04058723826387923,5.0
huge/0.05,Fixed Vector,trace,0.14882564438109896,0.16745215058217677,5.0
huge/0.05,One Hot,attribute,0.017893408646649712,0.022063931834306005,1.0
huge/0.05,One Hot,event,0.05444810687580384,0.06673969046525235,3.0
huge/0.05,One Hot,trace,0.15378848382259463,0.1785456924767106,3.0
huge/0.05,Trace2Vec Average Then Concatinate,attribute,0.017429646504932672,0.01906749807673165,3.0
huge/0.05,Trace2Vec Average Then Concatinate,event,0.06837195167803813,0.08905780744766824,2.0
huge/0.05,Trace2Vec Average Then Concatinate,trace,0.16659568151551224,0.1960695367678014,2.0
huge/0.05,Trace2Vec Concatinate,attribute,0.01312413341739115,0.010443525777313856,5.0
huge/0.05,Trace2Vec Concatinate,event,0.035528506685841475,0.04025653711553731,6.0
huge/0.05,Trace2Vec Concatinate,trace,0.15200151605147463,0.16939153537650906,4.0
huge/0.05,Word2Vec Average Then Concatinate,attribute,0.017748683144057635,0.018853628383015963,2.0
huge/0.05,Word2Vec Average Then Concatinate,event,0.06944599616837532,0.08982890482303618,1.0
