level&categorical_encoding&f1_mean_Average&f1_std_Average&f1_mean_Order&f1_std_Order&f1_mean_Attribute&f1_std_Attribute&f1_mean_Arrival Time&f1_std_Arrival Time&f1_mean_Workload&f1_std_Workload&run_time_mean&run_time_std
trace&One-Hot&0.229&0.093&0.176&0.124&0.184&0.129&0.146&0.105&0.41&0.028&94.594&29.468
trace&Word2Vec C&0.226&0.096&0.177&0.124&0.2&0.131&0.163&0.114&0.368&0.034&60.045&14.727
trace&Word2Vec ATC&0.231&0.094&0.185&0.129&0.174&0.124&0.153&0.106&0.413&0.037&75.7&14.958
trace&Trace2Vec C&0.227&0.096&0.192&0.124&0.196&0.133&0.151&0.103&0.379&0.038&60.145&14.906
trace&Trace2Vec ATC&0.228&0.095&0.185&0.129&0.174&0.123&0.151&0.104&0.402&0.038&76.993&15.632
trace&Fixed-Vector&0.222&0.094&0.176&0.122&0.186&0.124&0.162&0.113&0.364&0.038&76.127&23.366
event&One-Hot&0.065&0.027&0.049&0.036&0.049&0.036&0.03&0.023&0.131&0.03&94.594&29.468
event&Word2Vec C&0.055&0.025&0.047&0.035&0.056&0.037&0.031&0.022&0.085&0.008&60.045&14.727
event&Word2Vec ATC&0.065&0.026&0.05&0.035&0.049&0.036&0.033&0.024&0.127&0.027&75.7&14.958
event&Trace2Vec C&0.054&0.025&0.048&0.034&0.05&0.036&0.031&0.023&0.085&0.009&60.145&14.906
event&Trace2Vec ATC&0.065&0.026&0.05&0.035&0.049&0.036&0.033&0.024&0.128&0.027&76.993&15.632
event&Fixed-Vector&0.054&0.024&0.05&0.036&0.046&0.032&0.033&0.024&0.087&0.008&76.127&23.366
attribute&One-Hot&0.033&0.017&0.037&0.027&0.019&0.014&0.03&0.023&0.044&0.014&94.594&29.468
attribute&Word2Vec C&0.031&0.018&0.043&0.032&0.022&0.014&0.031&0.022&0.028&0.003&60.045&14.727
attribute&Word2Vec ATC&0.036&0.018&0.044&0.032&0.019&0.014&0.033&0.024&0.048&0.016&75.7&14.958
attribute&Trace2Vec C&0.033&0.018&0.054&0.032&0.019&0.013&0.031&0.023&0.028&0.004&60.145&14.906
attribute&Trace2Vec ATC&0.036&0.018&0.044&0.032&0.019&0.014&0.033&0.024&0.048&0.015&76.993&15.632
attribute&Fixed-Vector&0.031&0.017&0.045&0.029&0.018&0.013&0.033&0.024&0.029&0.005&76.127&23.366
combined&One-Hot&0.109&0.044&0.087&0.063&0.084&0.061&0.068&0.051&0.195&0.023&94.594&29.075
combined&Word2Vec C&0.104&0.045&0.089&0.064&0.092&0.061&0.075&0.054&0.159&0.014&59.435&11.907
combined&Word2Vec ATC&0.111&0.046&0.093&0.066&0.081&0.059&0.073&0.052&0.196&0.024&75.7&14.699
combined&Trace2Vec C&0.105&0.045&0.097&0.065&0.087&0.062&0.07&0.051&0.164&0.015&59.519&12.14
combined&Trace2Vec ATC&0.11&0.046&0.093&0.066&0.081&0.059&0.073&0.052&0.193&0.023&76.993&15.373
combined&Fixed-Vector&0.102&0.044&0.09&0.063&0.083&0.057&0.076&0.054&0.16&0.016&76.127&18.112
