level&categorical_encoding&rank_Average&rank_Order&rank_Attribute&rank_Arrival Time&rank_Workload
trace&One-Hot&3.94&4.89&3.56&5.44&2.17
trace&Word2Vec C&3.33&4.28&2.0&2.17&4.94
trace&Word2Vec ATC&2.78&2.61&5.44&2.72&2.44
trace&Trace2Vec C&2.67&2.06&2.06&4.61&3.28
trace&Trace2Vec ATC&3.83&2.83&5.17&3.61&3.44
trace&Fixed-Vector&4.44&4.33&2.78&2.44&4.72
event&One-Hot&3.11&3.61&3.72&5.56&1.72
event&Word2Vec C&4.22&4.78&1.83&3.89&5.06
event&Word2Vec ATC&1.56&3.11&3.61&2.44&2.28
event&Trace2Vec C&5.17&3.56&3.39&4.22&5.06
event&Trace2Vec ATC&1.61&3.44&3.39&2.17&2.06
event&Fixed-Vector&5.33&2.5&5.06&2.72&4.83
attribute&One-Hot&3.56&5.44&3.22&5.56&2.33
attribute&Word2Vec C&4.56&3.78&1.78&3.89&5.39
attribute&Word2Vec ATC&2.44&3.39&3.56&2.44&2.0
attribute&Trace2Vec C&3.56&1.33&4.11&4.22&4.44
attribute&Trace2Vec ATC&2.22&3.56&3.28&2.17&1.72
attribute&Fixed-Vector&4.67&3.5&5.06&2.72&5.11
combined&One-Hot&3.94&4.94&3.61&5.67&2.11
combined&Word2Vec C&3.89&4.33&1.5&2.33&5.17
combined&Word2Vec ATC&1.78&2.94&5.11&2.89&2.06
combined&Trace2Vec C&3.44&1.83&2.17&4.72&3.89
combined&Trace2Vec ATC&2.61&3.28&4.72&3.28&2.72
combined&Fixed-Vector&5.33&3.67&3.89&2.11&5.06
